เลขเอกสาร,ชื่อกฎหมาย
2097459,พระราชบัญญัติส่งเสริมการลงทุน (ฉบับที่ 4) พ.ศ. 2560
2097460,พระราชบัญญัติคุ้มครองแรงงาน (ฉบับที่ 5) พ.ศ. 2560
2097461,พระราชกฤษฎีกาให้ใช้พระราชบัญญัติควบคุมอาคาร พ.ศ. 2522 บังคับในเขตองค์การบริหารส่วนตำบลบ้านเนิน และองค์การบริหารส่วนตำบลวังบาล อำเภอหล่มเก่า จังหวัดเพชรบูรณ์ พ.ศ. 2560
2097466,พระราชกฤษฎีกาเครื่องแบบองคมนตรี พ.ศ. 2560
2097467,กฎกระทรวงกำหนดประเภทหรือรายชื่อของบุคคลที่ได้รับยกเว้นภาษีการรับมรดก พ.ศ. 2560
2097468,กฎกระทรวงกำหนดประเภทหรือรายชื่อของบุคคลที่ได้รับยกเว้นภาษีการรับมรดก และหลักเกณฑ์ เงื่อนไข และวิธีตรวจสอบติดตาม พ.ศ. 2560
2097469,กฎกระทรวงกำหนดลักษณะของเหรียญกษาปณ์ที่ระลึกการเข้าร่วมประชาคมเศรษฐกิจอาเซียน พ.ศ. 2560
2097470,กฎกระทรวงกำหนดลักษณะของเหรียญกษาปณ์ที่ระลึก 100 ปี การสหกรณ์ไทย พ.ศ. 2560
2097471,ระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยการกำหนดคดี หลักเกณฑ์ วิธีการ และเงื่อนไขในการขอบังคับคดีตามคำพิพากษาศาลปกครองชั้นต้น พ.ศ. 2560
2097472,ระเบียบของที่ประชุมใหญ่ตุลาการในศาลปกครองสูงสุด ว่าด้วยหลักเกณฑ์ วิธีการ และเงื่อนไขในการปรับหน่วยงานทางปกครองหรือเจ้าหน้าที่ของรัฐที่มิได้ปฏิบัติตามคำบังคับของศาลปกครองให้ถูกต้องครบถ้วนหรือปฏิบัติล่าช้าเกินสมควร พ.ศ. 2560
2097473,ระเบียบคณะกรรมการการเลือกตั้งว่าด้วยค่ารับรอง เงินสมนาคุณและเงินการกุศล พ.ศ. 2560
2097488,ระเบียบธนาคารออมสิน ว่าด้วยการแบ่งส่วนราชการและกำหนดหน้าที่หน่วยงานของธนาคารออมสิน (แก้ไขเพิ่มเติมครั้งที่ 4)
2097692,พระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา พ.ศ. 2560
2097693,พระราชบัญญัติป้องกันและปราบปรามการค้ามนุษย์ (ฉบับที่ 3) พ.ศ. 2560
2097694,พระราชบัญญัติแก้ไขเพิ่มเติมประมวลรัษฎากร (ฉบับที่ 44) พ.ศ. 2560
2097695,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการลดอัตราและยกเว้นรัษฎากร (ฉบับที่ 628) พ.ศ. 2560
2097696,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการกำหนดค่าใช้จ่ายที่ยอมให้หักจากเงินได้พึงประเมิน (ฉบับที่ 629) พ.ศ. 2560
2097697,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 630) พ.ศ. 2560
2097698,กฎกระทรวงการสร้าง การตั้ง การรวม การย้าย และการยุบเลิกวัด การขอรับพระราชทานวิสุงคามสีมา และการยกวัดร้างขึ้นเป็นวัดมีพระภิกษุอยู่จำพรรษา พ.ศ. 2559
2097699,กฎกระทรวงกำหนดลักษณะของเหรียญกษาปณ์ที่ระลึก 100 ปี จุฬาลงกรณ์มหาวิทยาลัย พ.ศ. 2560
2097700,กฎกระทรวงกำหนดแบบเอกสารตามกฎหมายว่าด้วยคนเข้าเมืองและวิธีการขอหลักฐานการแจ้งออกไปนอกราชอาณาจักรเพื่อกลับเข้ามาอีก และการขอกลับเข้ามามีถิ่นที่อยู่ในราชอาณาจักรตามเดิม (ฉบับที่ 2) พ.ศ. 2560
2097701,ระเบียบคณะกรรมการการเลือกตั้งว่าด้วยเลขาธิการคณะกรรมการการเลือกตั้ง (ฉบับที่ 2) พ.ศ. 2560
2097739,กฎกระทรวงให้ใช้บังคับผังเมืองรวมจังหวัดพิจิตร พ.ศ. 2560
2097740,กฎกระทรวงให้ใช้บังคับผังเมืองรวมจังหวัดมหาสารคาม พ.ศ. 2560
2097741,กฎกระทรวงให้ใช้บังคับผังเมืองรวมจังหวัดอุตรดิตถ์ พ.ศ. 2560
2097742,กฎกระทรวงให้ใช้บังคับผังเมืองรวมจังหวัดชัยนาท พ.ศ. 2560
2097743,กฎกระทรวงให้ใช้บังคับผังเมืองรวมจังหวัดบุรีรัมย์ พ.ศ. 2560
2098092,ระเบียบการท่าเรือแห่งประเทศไทย ว่าด้วยวิธีการปฏิบัติในการนำสินค้าขาออกตู้สินค้าขาออก และตู้สินค้าเปล่าที่ผ่านเข้า หรือนำออกนอกเขตศุลกากรท่าเรือกรุงเทพ พ.ศ. 2559
2098236,พระราชบัญญัติองค์การสงเคราะห์ทหารผ่านศึก (ฉบับที่ 2) พ.ศ. 2560
2098237,พระราชกฤษฎีกากำหนดเขตที่ดินในบริเวณที่ที่จะเวนคืนเพื่อดำเนินโครงการก่อสร้างทางคู่ในเส้นทางรถไฟสายตะวันออกเฉียงเหนือช่วงมาบกะเบา - ชุมทางถนนจิระ พ.ศ. 2560
2098238,พระราชกฤษฎีกากำหนดเขตที่ดินในบริเวณที่ที่จะเวนคืนในท้องที่ตำบลตลาด ตำบลแก่งเลิงจาน และตำบลแวงน่าง อำเภอเมืองมหาสารคาม จังหวัดมหาสารคาม พ.ศ. 2560
2098239,พระราชกฤษฎีกากำหนดเขตที่ดินในบริเวณที่ที่จะเวนคืนในท้องที่ตำบลท่าเสา ตำบลท่าอิฐ และตำบลบ้านเกาะ อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์ พ.ศ. 2560
2098240,พระราชกฤษฎีกากำหนดวันเปิดทำการศาลจังหวัดเชียงคำ พ.ศ. 2560
20984,คำวินิจฉัยของศาลรัฐธรรมนูญ คำวินิจฉัยที่ 3/2567 เรื่อง คำร้องขอให้ศาลรัฐธรรมนูญวินิจฉัยตามรัฐธรรมนูญ มาตรา 49 [ระหว่าง นายธีรยุทธ สุวรรณเกษร ผู้ร้อง นายพิธา ลิ้มเจริญรัตน์ หัวหน้าพรรคก้าวไกล ที่ 1 พรรคก้าวไกล ที่ 2 ผู้ถูกร้อง]
2098642,กฎกระทรวงการจัดการศึกษานอกสถานที่ตั้งของสถาบันอุดมศึกษาเอกชน พ.ศ. 2559
2098643,กฎกระทรวงกำหนดอัตราค่าบำรุงสันนิบาตสหกรณ์แห่งประเทศไทย พ.ศ. 2560
2098644,ระเบียบคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติว่าด้วยการมีและการใช้รถยนต์หุ้มเกราะป้องกันกระสุน พ.ศ. 2560
2098645,ประกาศประธานศาลปกครองสูงสุด เรื่อง การจัดตั้งแผนกคดีละเมิดและความรับผิดอย่างอื่นในศาลปกครองสูงสุด
2098646,ประกาศประธานศาลปกครองสูงสุด เรื่อง การจัดตั้งแผนกคดีบริหารราชการแผ่นดินในศาลปกครองสูงสุด
2098647,ประกาศประธานศาลปกครองสูงสุด เรื่อง การจัดตั้งแผนกคดีสิ่งแวดล้อมในศาลปกครองสูงสุด (ฉบับที่ 2)
2098648,ประกาศประธานศาลปกครองสูงสุด เรื่อง การจัดตั้งแผนกคดีบริหารงานบุคคลในศาลปกครองสูงสุด (ฉบับที่ 2)
2098649,ประกาศประธานศาลปกครองสูงสุด เรื่อง การจัดตั้งแผนกคดีวินัยการคลังและการงบประมาณในศาลปกครองสูงสุด (ฉบับที่ 2)
2098651,ประกาศคณะกรรมการอัยการ เรื่อง การแบ่งหน่วยงาน และการกำหนดอำนาจและหน้าที่ของหน่วยงานภายในของสำนักงานอัยการสูงสุด (ฉบับที่ 21) พ.ศ. 2560
2098652,ประกาศ ก.ศป. เรื่อง การกำหนดตำแหน่งและเทียบตำแหน่งตุลาการศาลปกครองที่เรียกชื่ออย่างอื่น (ฉบับที่ 4)
2098653,ประกาศ ก.ศป. เรื่อง การกำหนดตำแหน่งและเทียบตำแหน่งตุลาการศาลปกครองที่เรียกชื่ออย่างอื่น (ฉบับที่ 5)
2098654,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 37/2559 คดีหมายเลขแดงที่ อม. 47/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายศิลา นายสนธยา พรหมเสน ผู้คัดค้าน]
2098655,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 139/2559 คดีหมายเลขแดงที่ อม. 160/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายศิลา นายอนุสรณ์ มโนมัย ผู้คัดค้าน]
2098656,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 142/2559 คดีหมายเลขแดงที่ อม. 154/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายพัลลภ สันหมอยา ผู้คัดค้าน]
2098657,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 137/2559 คดีหมายเลขแดงที่ อม. 176/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายจำรัส วงค์บัว ผู้คัดค้าน]
2098658,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 140/2559 คดีหมายเลขแดงที่ อม. 177/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายอรุณ ชมคำ ผู้คัดค้าน]
2098659,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 143/2559 คดีหมายเลขแดงที่ อม. 178/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายชาตรี จิตรอด ผู้คัดค้าน]
2098660,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 124/2559 คดีหมายเลขแดงที่ อม. 150/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายมานะศักดิ์ พลายสวัสดิ์ ผู้คัดค้าน]
2098661,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 127/2559 คดีหมายเลขแดงที่ อม. 164/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายจาฏพจน์ วงศ์สุวรรณ ผู้คัดค้าน]
2098662,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 157/2559 คดีหมายเลขแดงที่ อม. 168/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายถวิล แท่นอ่อน ผู้คัดค้าน]
2098663,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 158/2559 คดีหมายเลขแดงที่ อม. 169/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายกฤษณะ รัดเกล้า ผู้คัดค้าน]
2098682,คำวินิจฉัยของศาลรัฐธรรมนูญ คำวินิจฉัยที่ 6/2559 เรื่อง คณะกรรมการร่างรัฐธรรมนูญส่งร่างรัฐธรรมนูญซึ่งแก้ไขในส่วนที่เกี่ยวข้องเพื่อให้พิจารณาวินิจฉัยว่าเป็นการชอบด้วยกับผลการออกเสียงประชามติแล้ว หรือไม่ ตามรัฐธรรมนูญ แห่งราชอาณาจักรไทย (ฉบับชั่วคราว) พุทธศักราช 2557 ซึ่งแก้ไขเพิ่มเติม โดยรัฐธรรมนูญแห่งราชอาณาจักรไทย (ฉบับชั่วคราว) พุทธศักราช 2557 แก้ไขเพิ่มเติม (ฉบับที่ 1) พุทธศักราช 2558 มาตรา 37/1 ประกอบรัฐธรรมนูญแห่งราชอาณาจักรไทย (ฉบับชั่วคราว) พุทธศักราช 2557 แก้ไขเพิ่มเติม (ฉบับที่ 2) พุทธศักราช 2559 มาตรา 39/1 วรรคสิบสอง
2098804,กฎกระทรวงให้ใช้บังคับผังเมืองรวมชุมชนบ้านแพ้ว จังหวัดสมุทรสาคร (ฉบับที่ 2) พ.ศ. 2560
2098805,ระเบียบคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ว่าด้วยเงินค่าตอบแทนพิเศษของข้าราชการสำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ (ฉบับที่ 9) พ.ศ. 2560
2098806,ประกาศผู้ตรวจการแผ่นดิน เรื่อง การจัดแบ่งส่วนงานและขอบเขตหน้าที่ของส่วนงานในสำนักงานผู้ตรวจการแผ่นดิน (ฉบับที่ 2) พ.ศ. 2560
2098807,ประกาศคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ เรื่อง การให้ข้าราชการสำนักงาน ป.ป.ช. ได้รับเงินเดือนและเงินประจำตำแหน่ง (ฉบับที่ 3) พ.ศ. 2560
2098808,ประกาศคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ เรื่อง การกำหนดหลักเกณฑ์และเงื่อนไขการบริหารวงเงินงบประมาณสำหรับการเลื่อนเงินเดือนข้าราชการสำนักงาน ป.ป.ช.(ฉบับที่ 4) พ.ศ. 2560
2098810,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง[คดีหมายเลขดำที่ อม. 17/2559 คดีหมายเลขแดงที่ อม. 35/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายธีระศักดิ์ วารีนิล ผู้คัดค้าน]
2098840,พระราชบัญญัติแก้ไขเพิ่มเติมบทบัญญัติแห่งกฎหมายที่เกี่ยวกับความรับผิดในทางอาญาของผู้แทนนิติบุคคล พ.ศ. 2560
2098841,พระราชกฤษฎีกาจัดตั้งสถาบันวิจัยและพัฒนาพื้นที่สูง (องค์การมหาชน) (ฉบับที่ 3) พ.ศ. 2560
2098842,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 631) พ.ศ. 2560
2098843,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 632) พ.ศ. 2560
2098844,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นภาษีมูลค่าเพิ่ม (ฉบับที่ 633) พ.ศ. 2560
2098845,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการกำหนดค่าใช้จ่ายที่ยอมให้หักจากเงินได้พึงประเมิน (ฉบับที่ 634) พ.ศ. 2560
2098846,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 635) พ.ศ. 2560
2098855,พระราชบัญญัติการเพิ่มขีดความสามารถในการแข่งขันของประเทศสำหรับอุตสาหกรรมเป้าหมาย พ.ศ. 2560
2098856,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 636) พ.ศ. 2560
2098857,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 637) พ.ศ. 2560
2098858,พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 638) พ.ศ. 2560
2099152,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 46/2559 คดีหมายเลขแดงที่ อม. 65/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายอุสมาน หมีดหรน ผู้คัดค้าน]
2099153,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 51/2559 คดีหมายเลขแดงที่ อม. 66/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายเสรี ชุมพล ผู้คัดค้าน]
2099154,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 50/2559 คดีหมายเลขแดงที่ อม. 70/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายศรีเภา รุจิพัชรกุล ผู้คัดค้าน]
2099155,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 54/2559 คดีหมายเลขแดงที่ อม. 72/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายรังสรรค์ เพิ่มพวง ผู้คัดค้าน]
2099156,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 60/2559 คดีหมายเลขแดงที่ อม. 73/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นางสาวคุณาหงษ์ ลีศิริโสภา ผู้คัดค้าน]
2099157,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 61/2559 คดีหมายเลขแดงที่ อม. 74/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายสุภิญ มณีอินทร์ ผู้คัดค้าน]
2099158,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 62/2559 คดีหมายเลขแดงที่ อม. 75/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายสิทธิภาคดิ์ ทองสัมฤทธิ์ ผู้คัดค้าน]
2099159,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 52/2559 คดีหมายเลขแดงที่ อม. 80/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายสมพงษ์ จันทร์ล้ำ ผู้คัดค้าน]
2099160,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 56/2559 คดีหมายเลขแดงที่ อม. 82/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายประสาน วิเศษสิงห์ ผู้คัดค้าน]
2099161,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 122/2559 คดีหมายเลขแดงที่ อม. 149/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายคมน์ณเดชพงศ์ หรือมนตรี ศรีเหรา ผู้คัดค้าน]
2099162,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 118/2559 คดีหมายเลขแดงที่ อม. 158/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายอนิรุธ วิชัยดิษฐ ผู้คัดค้าน]
2099391,กฎกระทรวง ฉบับที่ 325 (พ.ศ. 2560) ออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร
2099392,กฎกระทรวงกำหนดค่าธรรมเนียมเกี่ยวกับการประกอบกิจการหอพักและการเป็นผู้จัดการหอพัก พ.ศ. 2560
2099393,กฎกระทรวงให้ใช้บังคับผังเมืองรวมจังหวัดพัทลุง พ.ศ. 2560
2099394,กฎกระทรวงแบ่งส่วนราชการกรมศิลปากร กระทรวงวัฒนธรรม (ฉบับที่ 3) พ.ศ. 2560
2099395,กฎ ก.ค.ศ. การจัดประเภทตำแหน่ง ระดับตำแหน่ง การให้ได้รับเงินเดือนและเงินประจำตำแหน่งของตำแหน่งบุคลากรทางการศึกษาอื่นตามมาตรา 38 ค. (2) (ฉบับที่ 2) พ.ศ. 2560
2099396,ประกาศประธานศาลปกครองสูงสุด เรื่อง กำหนดวันเปิดทำการแผนกคดีละเมิดและความรับผิดอย่างอื่นในศาลปกครองสูงสุด
2099397,ประกาศประธานศาลปกครองสูงสุด เรื่อง กำหนดวันเปิดทำการแผนกคดีบริหารราชการแผ่นดินในศาลปกครองสูงสุด
2099453,พระราชบัญญัติราชทัณฑ์ พ.ศ. 2560
2099454,พระราชกฤษฎีกาค่าใช้จ่ายในการเดินทางไปราชการ (ฉบับที่ 9) พ.ศ. 2560
2099455,พระราชกฤษฎีกากำหนดกิจการหรือลูกจ้างอื่นที่ไม่อยู่ในบังคับตามกฎหมายว่าด้วยการประกันสังคม พ.ศ. 2560
2099456,พระราชกฤษฎีกาเปลี่ยนชื่อกรมพัฒนาการแพทย์แผนไทยและการแพทย์ทางเลือกเป็นกรมการแพทย์แผนไทยและการแพทย์ทางเลือก พ.ศ. 2560
2099457,พระราชกฤษฎีกากำหนดจำนวน ที่ตั้ง เขตศาล และวันเปิดทำการของศาลอาญาคดีทุจริตและประพฤติมิชอบภาค พ.ศ. 2560
2099458,พระราชกฤษฎีกากำหนดให้ผลิตภัณฑ์อุตสาหกรรมเตาย่าง เตาปิ้ง และเครื่องทำอาหารเคลื่อนย้ายได้ที่คล้ายกัน : คุณลักษณะที่ต้องการด้านความปลอดภัย ต้องเป็นไปตามมาตรฐาน พ.ศ. 2560
2099459,พระราชกฤษฎีกากำหนดให้ผลิตภัณฑ์อุตสาหกรรมเครื่องอบผ้า : คุณลักษณะที่ต้องการด้านความปลอดภัยต้องเป็นไปตามมาตรฐาน พ.ศ. 2560
2099508,กฎกระทรวงกำหนดหลักเกณฑ์การเพิกถอนทะเบียนรถจักรยานยนต์สาธารณะ พ.ศ. 2560
2099509,กฎกระทรวงว่าด้วยคณะกรรมการประจำจังหวัดและเงื่อนไขการขอจดทะเบียนรถจักรยานยนต์สาธารณะ (ฉบับที่ 2) พ.ศ. 2560
2099510,กฎกระทรวงกำหนดค่าธรรมเนียมเกี่ยวกับการประกอบธุรกิจชั่งตวงวัดและค่าทำการตรวจสอบเครื่องชั่งตวงวัดนอกสถานที่ของพนักงานเจ้าหน้าที่ พ.ศ. 2560
2099511,ระเบียบคณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติว่าด้วยการตรวจรับคำกล่าวหา การแสวงหาข้อเท็จจริงและรวบรวมพยานหลักฐาน พ.ศ. 2560
2099512,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 73/2559 คดีหมายเลขแดงที่ อม. 94/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายธนวัฒน์ กลิ่นหอมอุทิศ ผู้คัดค้าน]
2099513,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 75/2559 คดีหมายเลขแดงที่ อม. 96/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายนัฐวุธ วงษ์บุญ ผู้คัดค้าน]
2099514,คำพิพากษาของศาลฎีกาแผนกคดีอาญาของผู้ดำรงตำแหน่งทางการเมือง เรื่อง การแสดงบัญชีรายการทรัพย์สินและหนี้สินของผู้ดำรงตำแหน่งทางการเมือง [คดีหมายเลขดำที่ อม. 88/2559 คดีหมายเลขแดงที่ อม. 113/2559 ระหว่าง คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ ผู้ร้อง นายธานี วงศ์อักษร ผู้คัดค้าน]
